Country,Year,LifeExpectancy,Status,GDP,IncomeComposition,Polio,Diphtheria,TotalExpenditure,BMI
Burundi,2012,58,Developing,265.285651,0.393,96,96,8.21,17.1
Burundi,2011,57.4,Developing,26.479973,0.385,95,96,8.58,16.6
Burundi,2010,56.8,Developing,231.1943256,0.361,94,96,8.82,16.1
Burundi,2009,56.2,Developing,24.944652,0.336,96,94,6.96,15.7
Burundi,2008,55.3,Developing,196.2472628,0.319,89,92,7.86,15.2
Burundi,2007,54.8,Developing,17.79995,0.309,93,99,1.3,14.8
Burundi,2006,54.1,Developing,165.8794176,0.29,88,92,11.49,14.5
Burundi,2005,53.4,Developing,15.57434,0.286,82,87,9.84,14.1
Burundi,2004,52.6,Developing,127.4296648,0.279,76,83,7.1,13.8
Burundi,2003,51.9,Developing,112.849373,0.276,75,82,5.25,13.5
Burundi,2002,51.5,Developing,122.4335893,0.268,74,81,5.15,13.3
Burundi,2001,51.3,Developing,133.7427689,0.268,72,81,4.96,13
Burundi,2000,58,Developing,135.9984455,0.268,71,8,4.98,12.8
Cabo Verde,2014,73,Developing,3529.61843,0.643,95,95,4.76,3.5
Cabo Verde,2013,72.8,Developing,3558.796314,0.643,93,93,4.29,29.7
Cabo Verde,2012,72.7,Developing,348.482762,0.636,94,94,4.61,29
Cabo Verde,2011,72.6,Developing,367.429453,0.632,9,9,4.6,28.2
Cabo Verde,2010,72.5,Developing,3312.825985,0.627,99,99,4.83,27.5
Cabo Verde,2009,72.4,Developing,3444.5566,0.621,99,99,4.24,26.8
Cabo Verde,2008,72.4,Developing,3638.95946,0.615,99,99,3.96,26.2
Cabo Verde,2007,72.3,Developing,3112.285712,0.602,98,98,4.3,25.5
Cabo Verde,2006,72.1,Developing,234.28992,0.596,97,96,5.11,24.9
Cabo Verde,2005,71.8,Developing,248.13459,0.582,95,95,4.86,24.3
Cabo Verde,2004,71.4,Developing,1976.45856,0.574,94,93,5.6,23.7
Cabo Verde,2003,71.1,Developing,1768.92132,0.572,93,92,5,23.2
Cabo Verde,2002,77,Developing,1373.515636,0.569,92,91,5.17,22.6
Cabo Verde,2001,73,Developing,1268.884564,0.562,91,9,5.19,22.1
Cabo Verde,2000,69.9,Developing,1239.377855,0,9,9,4.81,21.5
Cambodia,2014,68.3,Developing,198.687123,0.553,87,88,5.68,18.9
Cambodia,2013,67.8,Developing,128.419568,0.546,66,83,5.93,18.2
Cambodia,2012,67.4,Developing,95.244132,0.54,84,86,6.24,17.6
Cambodia,2011,67,Developing,882.491462,0.533,87,88,5.64,17
Cambodia,2010,66.6,Developing,785.6928841,0.519,88,89,5.95,16.4
Cambodia,2009,66.1,Developing,738.2326684,0.52,95,94,6.36,15.9
Cambodia,2008,65.6,Developing,745.7877873,0.511,91,91,5.55,15.3
Cambodia,2007,65,Developing,631.675789,0.495,82,82,3.75,14.8
Cambodia,2006,64.1,Developing,539.8791529,0.483,8,8,4.48,14.3
Cambodia,2005,62.9,Developing,474.2238766,0.47,82,82,5.84,13.9
Cambodia,2004,61.5,Developing,48.615184,0.458,86,85,6.43,13.5
Cambodia,2003,63,Developing,362.4213785,0.445,69,69,6.74,13.1
Cambodia,2002,59.3,Developing,339.676984,0.427,54,54,5.95,12.8
Cambodia,2001,58.5,Developing,321.22634,0.412,59,6,5.7,12.4
Cambodia,2000,57.7,Developing,3.685949,0.401,62,59,5.87,12.1
Cameroon,2014,56.7,Developing,1441.1417,0.507,86,87,4.1,28.4
Cameroon,2013,56.4,Developing,1365.34419,0.501,88,89,4.29,27.8
Cameroon,2012,55.9,Developing,1255.648189,0.496,85,85,4.34,27.2
Cameroon,2011,55.6,Developing,1295.649726,0.486,8,82,3.96,26.6
Cameroon,2010,55.3,Developing,1182.869227,0.48,83,84,5.28,26
Cameroon,2009,54.8,Developing,123.19538,0.473,79,8,5.7,25.4
Cameroon,2008,54.2,Developing,1233.524316,0.466,82,84,5.18,24.9
Cameroon,2007,53.6,Developing,111.71186,0.456,81,82,4.76,24.4
Cameroon,2006,53.3,Developing,12.989164,0.456,78,81,4.69,23.8
Cameroon,2005,52.8,Developing,952.1872484,0.456,79,8,4.75,23.3
Cameroon,2004,52.1,Developing,93.211716,0.455,72,73,4.73,22.8
Cameroon,2003,51.8,Developing,824.8689393,0.452,72,73,4.97,22.3
Cameroon,2002,51.6,Developing,676.397661,0.452,66,66,4.86,21.8
Cameroon,2001,51.5,Developing,614.6729339,0.437,61,63,4.7,21.3
Cameroon,2000,51.4,Developing,68.414399,0.433,57,62,4.48,2.9
Canada,2014,82,Developing,544.43376,0.912,91,91,1.45,66.4
Canada,2013,81.8,Developing,52413.72116,0.909,91,91,1.67,65.8
Canada,2012,81.6,Developing,52496.69487,0.907,99,95,1.78,65.3
Canada,2011,81.5,Developing,5282.2176,0.903,87,87,1.82,64.7
Canada,2010,81.2,Developing,47447.4762,0.898,88,89,11.2,64.1
Canada,2009,81,Developing,4773.45436,0.898,89,91,11.17,63.6
Canada,2008,87,Developing,46596.33599,0.897,89,92,1.3,63
Canada,2007,85,Developing,44544.5268,0.894,9,94,9.83,62.5
Canada,2006,85,Developing,4386.69948,0.891,95,95,9.75,61.9
Canada,2005,81,Developing,36189.58838,0.886,93,93,9.57,61.3
Canada,2004,80,Developing,31979.87195,0.881,91,91,9.56,6.6
Canada,2003,79.7,Developing,28172.14883,0.877,88,91,9.54,6
Canada,2002,79.5,Developing,24167.8431,0.872,88,88,9.37,59.3
Canada,2001,79.4,Developing,23691.59472,0.867,88,89,9.1,58.5
Canada,2000,79.1,Developing,24124.16917,0.864,88,89,8.67,57.8
Central African Republic,2014,58,Developing,377.132274,0.345,47,47,4.2,22.1
Central African Republic,2013,49.9,Developing,337.4849614,0.37,23,23,3.82,21.6
Central African Republic,2012,53,Developing,486.41114,0.366,47,47,3.62,21.2
Central African Republic,2011,49.8,Developing,494.336779,0.361,47,47,3.73,2.7
Central African Republic,2010,49.2,Developing,446.4434494,0.352,46,45,3.9,2.2
Central African Republic,2009,48.6,Developing,449.961839,0.345,45,42,3.58,19.8
Central African Republic,2008,47.6,Developing,456.8614334,0.338,46,45,4.3,19.4
Central African Republic,2007,46.8,Developing,397.148467,0.33,46,48,4.4,19
Central African Republic,2006,46.3,Developing,347.673678,0.323,47,51,3.99,18.6
Central African Republic,2005,45.9,Developing,327.1149461,0.319,47,54,4.29,18.2
Central African Republic,2004,45.7,Developing,313.21598,0.315,45,51,4.1,17.9
Central African Republic,2003,45.7,Developing,286.25819,0.316,44,47,4.31,17.5
Central African Republic,2002,45.6,Developing,253.768343,0.315,42,44,4.16,17.2
Central African Republic,2001,45.6,Developing,243.1586486,0.314,4,4,3.95,16.8
Central African Republic,2000,46,Developing,243.5429317,0.312,38,37,4.24,16.5
Chad,2014,52.6,Developing,125.998515,0.39,44,37,3.62,18.7
Chad,2013,52.2,Developing,986.13177,0.387,46,39,3.42,18.2
Chad,2012,51.8,Developing,973.472574,0.381,51,4,3,17.9
Chad,2011,51.6,Developing,989.2363633,0.37,4,33,3.17,17.5
Chad,2010,51.2,Developing,896.5697341,0.36,43,39,2.95,17.1
Chad,2009,57,Developing,84.455939,0.343,32,24,3.31,16.7
Chad,2008,49.6,Developing,929.772391,0.338,3,19,2.92,16.4
Chad,2007,49.4,Developing,81.683884,0.306,38,28,3.35,16.1
Chad,2006,48.5,Developing,712.1847694,0.303,49,4,3.32,15.7
Chad,2005,48.6,Developing,66.2421396,0.306,37,25,3.91,15.4
Chad,2004,48.5,Developing,454.6765879,0.301,31,21,5.72,15.1
Chad,2003,48.4,Developing,292.5914364,0.284,36,23,5.49,14.8
Chad,2002,48.1,Developing,22.854821,0.303,31,25,8.33,14.4
Chad,2001,48,Developing,197.3156442,0.3,26,26,6.9,14.1
Chad,2000,47.6,Developing,166.231785,0,3,36,6.28,13.9
Chile,2014,83,Developing,14817.37778,0.841,95,95,7.79,63.1
Chile,2013,81,Developing,15941.39722,0.831,9,91,7.53,62.5
Chile,2012,79.9,Developing,15431.9293,0.826,9,9,7.24,61.8
Chile,2011,79.8,Developing,1475.69242,0.82,93,94,7,61.2
Chile,2010,79.1,Developing,1286.17764,0.815,92,92,6.97,6.6
Chile,2009,79.3,Developing,1243.32824,0.816,94,94,7.39,59.9
Chile,2008,79.6,Developing,1781.3668,0.804,95,95,6.87,59.3
Chile,2007,78.9,Developing,1526.87746,0.797,95,96,6.35,58.7
Chile,2006,78.9,Developing,9484.681227,0.796,94,94,6.18,58.1
Chile,2005,78.4,Developing,7615.3468,0.79,92,91,6.69,57.4
Chile,2004,78,Developing,621.828325,0.781,94,93,6.93,56.8
Chile,2003,77.9,Developing,4787.699532,0.775,96,96,7.34,56.1
Chile,2002,77.8,Developing,4463.545867,0.768,97,97,6.48,55.4
Chile,2001,77.3,Developing,4595.666327,0.761,96,97,6.51,54.7
Chile,2000,77.3,Developing,511.368479,0.755,91,91,6.4,54
China,2014,75.8,Developing,7683.5238,0.723,99,99,5.55,31.9
China,2013,75.6,Developing,777.77594,0.713,99,99,5.39,3.9
China,2012,75.4,Developing,6337.882993,0.703,99,99,5.26,3
China,2011,75.2,Developing,5633.79616,0.7,99,99,5.3,29
China,2010,75,Developing,456.512487,0.691,99,99,4.89,28.1
China,2009,74.9,Developing,3838.434292,0.682,99,99,5.8,27.3
China,2008,74.5,Developing,3471.247547,0.672,99,97,4.59,26.5
China,2007,74.4,Developing,2695.366223,0.659,94,93,4.32,25.7
China,2006,74.2,Developing,299.229676,0.646,94,93,4.52,24.9
China,2005,73.9,Developing,1753.4178,0.634,87,87,4.66,24.1
China,2004,73.5,Developing,158.668462,0.622,87,87,4.72,23.4
China,2003,73.1,Developing,1288.642924,0.61,87,86,4.82,22.6
China,2002,72.7,Developing,1148.5857,0.6,86,86,4.79,21.9
China,2001,72.2,Developing,153.1824,0.592,86,86,4.56,21.2
China,2000,71.7,Developing,959.372181,0.583,86,85,4.6,2.5
Colombia,2014,74.6,Developing,7913.383432,0.72,9,9,7.2,57.2
Colombia,2013,74.4,Developing,83.5863,0.712,91,91,6.84,56.4
Colombia,2012,74.3,Developing,7884.984429,0.707,91,91,6.93,55.7
Colombia,2011,74.2,Developing,7227.73968,0.7,85,85,6.64,55
Colombia,2010,73.6,Developing,625.65544,0.695,88,88,6.76,54.2
Colombia,2009,73.6,Developing,5148.422113,0.691,92,92,7.1,53.5
Colombia,2008,73.5,Developing,5433.7245,0.683,92,92,6.62,52.8
Colombia,2007,73.5,Developing,4674.21961,0.675,93,93,6.25,52
Colombia,2006,73.1,Developing,379.78776,0.669,94,93,6.11,51.3
Colombia,2005,73.1,Developing,3386.256,0.658,93,93,5.82,5.5
Colombia,2004,72.8,Developing,274.249442,0.658,89,89,5.37,49.8
Colombia,2003,72.4,Developing,2246.257472,0.659,92,92,5.92,49
Colombia,2002,71.8,Developing,2355.725857,0.656,83,81,5.67,48.2
Colombia,2001,71.5,Developing,2395.856551,0.653,83,8,5.96,47.5
Colombia,2000,71.4,Developing,2472.197831,0.65,82,79,5.91,46.7
Comoros,2014,63.2,Developing,852.954379,0.497,87,87,6.75,23.7
Comoros,2013,62.9,Developing,834.341949,0.49,85,87,6.51,23.2
Comoros,2012,62.5,Developing,788.632653,0.484,85,86,7.11,22.6
Comoros,2011,62.2,Developing,829.7586885,0.479,85,83,6.1,22.1
Comoros,2010,61.8,Developing,769.1742883,0.476,82,74,5.82,21.6
Comoros,2009,61.3,Developing,778.5454199,0.465,84,83,3.82,21.1
Comoros,2008,61,Developing,795.97519,0.461,81,81,5.13,2.6
Comoros,2007,66,Developing,72.759313,0.459,75,75,4.93,2.1
Comoros,2006,63,Developing,648.38717,0.451,69,69,4.57,19.6
Comoros,2005,60,Developing,621.93372,0.434,67,68,4.32,19.2
Comoros,2004,59.8,Developing,616.4197236,0,73,76,3.96,18.8
Comoros,2003,59.6,Developing,544.566526,0,8,8,3.65,18.4
Comoros,2002,59.5,Developing,433.2691451,0,98,89,3.39,18
Comoros,2001,59.5,Developing,395.9319363,0,7,7,2.86,17.6
Comoros,2000,59.5,Developing,375.8528566,0,7,7,3.56,17.3
Costa Rica,2014,79.5,Developing,1647.44179,0.768,91,91,9.31,59.5
Costa Rica,2013,79.4,Developing,1569.66631,0.762,95,95,9.47,58.5
Costa Rica,2012,79.2,Developing,9985.36959,0.758,9,91,9.56,57.5
Costa Rica,2011,79,Developing,9186.59639,0.752,82,85,9.73,56.5
Costa Rica,2010,78.1,Developing,8199.414621,0.749,93,88,9.66,55.5
Costa Rica,2009,79.2,Developing,689.396224,0.747,8,86,9.69,54.4
Costa Rica,2008,78.9,Developing,6911.136136,0.74,89,9,9.1,53.4
Costa Rica,2007,78.9,Developing,612.623418,0.734,89,89,8.37,52.4
Costa Rica,2006,78,Developing,5245.187372,0.727,89,89,7.82,51.4
Costa Rica,2005,78.6,Developing,4697.11135,0.723,91,91,7.74,5.3
Costa Rica,2004,77.7,Developing,4425.57467,0.719,9,9,7.8,49.3
Costa Rica,2003,78,Developing,4167.71417,0.715,88,88,8.45,48.3
Costa Rica,2002,78.3,Developing,462.14965,0.712,94,94,8.23,47.3
Costa Rica,2001,77.5,Developing,3981.52847,0.708,92,91,7.25,46.4
Costa Rica,2000,77.6,Developing,388.363689,0.702,8,88,7.12,45.4
Croatia,2014,77.8,Developed,13467.46827,0.82,95,95,7.8,63.1
Croatia,2013,77.7,Developed,13574.749,0.817,96,96,7.83,62.5
Croatia,2012,77.1,Developed,13235.97757,0.815,96,96,7.8,61.9
Croatia,2011,77,Developed,14539.18421,0.808,96,96,7.8,61.3
Croatia,2010,76.6,Developed,1355.74586,0.803,97,97,8.25,6.6
Croatia,2009,76.3,Developed,14157.14416,0.803,96,96,8.18,6
Croatia,2008,76,Developed,15893.8656,0.8,96,96,7.7,59.4
Croatia,2007,75.8,Developed,13546.69872,0.793,96,96,7.44,58.7
Croatia,2006,75.9,Developed,11363.41845,0.783,96,96,6.95,58.1
Croatia,2005,75.2,Developed,1224.2459,0.777,96,96,6.89,57.5
Croatia,2004,75.4,Developed,9365.742468,0.771,96,96,6.56,56.9
Croatia,2003,74.7,Developed,785.881418,0.765,95,94,6.35,56.3
Croatia,2002,74.8,Developed,653.71637,0.759,95,95,6.19,55.8
Croatia,2001,74.9,Developed,5245.421419,0.749,94,94,7.16,55.2
Croatia,2000,74.7,Developed,4919.62869,0.739,94,93,7.66,54.7
Cuba,2014,79,Developing,75.5199,0.772,99,99,11.6,6.7
Cuba,2013,78.7,Developing,676.15344,0.773,99,99,9.48,59.9
Cuba,2012,78.7,Developing,6425.941119,0.778,98,99,8.59,59.2
Cuba,2011,78.8,Developing,675.92436,0.78,99,97,1.6,58.4
Cuba,2010,78,Developing,5676.14143,0.784,99,96,1.19,57.7
Cuba,2009,78.1,Developing,5484.7763,0.782,99,96,11.78,56.9
Cuba,2008,77.9,Developing,5376.447622,0.771,99,95,1.79,56.2
Cuba,2007,78.1,Developing,5184.494227,0.754,99,93,1.42,55.4
Cuba,2006,78,Developing,4669.6916,0.732,99,89,7.67,54.6
Cuba,2005,77.2,Developing,3779.577,0.719,99,89,9.39,53.8
Cuba,2004,77.3,Developing,339.716256,0.705,98,88,6.14,53
Cuba,2003,77.4,Developing,3192.669378,0.694,98,72,6.31,52.1
Cuba,2002,77.7,Developing,2994.339988,0.692,98,99,6.5,51.3
Cuba,2001,76.7,Developing,2832.188893,0.686,99,98,6.27,5.4
Cuba,2000,76.9,Developing,2741.11542,0.679,98,95,6.7,49.4
Cyprus,2014,83,Developed,2734.88382,0.85,99,99,7.37,59.8
Cyprus,2013,81,Developed,2797.96736,0.85,99,99,7.46,59.2
Cyprus,2012,80,Developed,28951.15556,0.85,99,99,7.44,58.7
Cyprus,2011,79.7,Developed,32233.83942,0.847,99,99,7.54,58.3
Cyprus,2010,79.5,Developed,3818.46396,0.853,99,99,7.23,57.8
Cyprus,2009,79.3,Developed,3215.8159,0.849,99,99,7.4,57.3
Cyprus,2008,79.1,Developed,3539.7488,0.844,97,97,6.89,56.8
Cyprus,2007,78.9,Developed,31386.63265,0.836,97,97,6.5,56.3
Cyprus,2006,78.8,Developed,27169.99256,0.829,97,97,6.28,55.8
Cyprus,2005,78.7,Developed,25324.48666,0.826,98,98,6.37,55.3
Cyprus,2004,78.6,Developed,23932.49128,0.823,98,98,6.42,54.8
Cyprus,2003,78.5,Developed,2293.4789,0.815,98,98,6.83,54.3
Cyprus,2002,78.4,Developed,16372.29152,0.805,98,98,6.12,53.8
Cyprus,2001,78.2,Developed,1562.92433,0.8,97,97,5.78,53.3
Cyprus,2000,78.1,Developed,14672.8826,0.798,97,97,5.77,52.8
Denmark,2014,84,Developed,62425.5392,0.926,94,94,1.8,58.4
Denmark,2013,81,Developed,61191.19263,0.924,94,94,11.25,58.1
Denmark,2012,80,Developed,5857.521,0.922,94,94,1.98,57.7
Denmark,2011,79.7,Developed,61753.667,0.91,91,91,1.87,57.4
Denmark,2010,79.2,Developed,5841.41122,0.906,9,9,11.8,57
Denmark,2009,78.9,Developed,58163.29359,0.906,89,89,11.47,56.6
Denmark,2008,78.8,Developed,64322.6664,0.906,88,88,1.18,56.3
Denmark,2007,78.4,Developed,58487.451,0.904,87,87,9.99,55.9
Denmark,2006,78.1,Developed,5226.99311,0.902,93,93,9.92,55.4
Denmark,2005,78.1,Developed,48799.8237,0.897,93,93,9.77,55
Denmark,2004,77.7,Developed,46511.6457,0.893,95,95,9.67,54.4
Denmark,2003,77.3,Developed,4458.7764,0.882,96,96,9.51,53.9
Denmark,2002,77,Developed,33228.69291,0.875,98,98,9.33,53.3
Denmark,2001,77,Developed,3751.64946,0.862,97,97,9.1,52.8
Denmark,2000,76.9,Developed,3743.55917,0.86,97,97,8.7,52.2
Djibouti,2014,63,Developing,174.91511,0.467,78,78,1.57,34.4
Djibouti,2013,62.7,Developing,1622.637974,0.464,82,82,9.14,33.8
Djibouti,2012,62.2,Developing,1536.15685,0.46,81,81,8.95,33.2
Djibouti,2011,61.8,Developing,143.986898,0.451,87,87,8.71,32.7
Djibouti,2010,61.3,Developing,1325.99724,0.441,88,88,8.84,32.2
Djibouti,2009,69,Developing,1253.657431,0.436,89,89,8.37,31.7
Djibouti,2008,62,Developing,1214.77118,0.427,89,89,8.5,31.3
Djibouti,2007,59.8,Developing,147.586896,0.416,88,88,7.72,3.9
Djibouti,2006,59.1,Developing,965.6693779,0.405,72,72,7.5,3.6
Djibouti,2005,58.6,Developing,94.7297489,0.396,71,71,7.21,3.2
Djibouti,2004,58.1,Developing,864.184726,0.388,64,64,6.76,29.8
Djibouti,2003,58,Developing,819.974118,0.378,68,68,6.22,29.4
Djibouti,2002,57.9,Developing,792.15412,0.372,62,62,5.45,29
Djibouti,2001,57.7,Developing,781.2322196,0.363,49,53,5.37,28.6
Djibouti,2000,57.4,Developing,768.176767,0.361,46,46,5.75,28.2
Dominican Republic,2014,73.6,Developing,6268.692122,0.712,9,91,4.38,57.9
Dominican Republic,2013,73.4,Developing,627.55544,0.709,82,83,4.12,56.8
Dominican Republic,2012,72.1,Developing,5968.876767,0.706,85,85,4.26,55.8
Dominican Republic,2011,73.1,Developing,5759.643,0.703,84,84,4.22,54.7
Dominican Republic,2010,72.7,Developing,5451.6696,0.697,85,88,4.6,53.6
Dominican Republic,2009,73.6,Developing,4952.67753,0.695,85,82,4.41,52.6
Dominican Republic,2008,73.3,Developing,511.37937,0.692,86,82,4.2,51.5
Dominican Republic,2007,72.9,Developing,4647.31359,0.685,86,85,4.34,5.4
Dominican Republic,2006,72.3,Developing,3836.468771,0.677,88,89,4.34,49.3
Dominican Republic,2005,69.7,Developing,3681.5993,0.668,86,87,4.26,48.2
Dominican Republic,2004,69.3,Developing,2421.9662,0.666,66,79,4.28,47.2
Dominican Republic,2003,73,Developing,2372.628827,0.665,65,79,5.53,46.1
Dominican Republic,2002,71.4,Developing,38.46578,0.66,74,82,5.79,45.1
Dominican Republic,2001,71.2,Developing,2862.154836,0.656,71,72,5.59,44.1
Dominican Republic,2000,72,Developing,282.4242,0.651,71,78,5.9,43.1
Ecuador,2014,76,Developing,6432.216537,0.737,84,83,9.16,53.5
Ecuador,2013,76,Developing,674.9829,0.725,87,87,7.29,52.8
Ecuador,2012,75.5,Developing,572.14313,0.717,85,87,6.48,52.1
Ecuador,2011,75.3,Developing,5223.351763,0.71,85,88,5.92,51.4
Ecuador,2010,75,Developing,4657.32361,0.703,88,91,5.9,5.7
Ecuador,2009,75.1,Developing,4255.56571,0.702,91,94,5.58,5
Ecuador,2008,74.6,Developing,4274.95265,0.698,94,96,5.66,49.3
Ecuador,2007,74.7,Developing,359.71886,0.696,95,96,5.94,48.6
Ecuador,2006,74.4,Developing,335.786541,0.693,92,96,5.86,47.9
Ecuador,2005,74.2,Developing,321.942547,0.688,89,92,5.87,47.2
Ecuador,2004,74.4,Developing,278.557892,0.682,9,88,6.22,46.5
Ecuador,2003,74.4,Developing,244.46898,0.679,97,87,6.46,45.8
Ecuador,2002,73.6,Developing,2183.966796,0.675,88,88,4.62,45.1
Ecuador,2001,73.4,Developing,193.741571,0.67,9,89,3.86,44.3
Ecuador,2000,72.8,Developing,1451.29776,0.668,83,87,3.38,43.6
El Salvador,2014,73.3,Developing,3988.771871,0.676,93,94,6.77,55.4
El Salvador,2013,73,Developing,3895.664491,0.675,92,92,6.95,54.7
El Salvador,2012,73,Developing,3827.786267,0.67,93,92,6.7,54.1
El Salvador,2011,72,Developing,3736.58713,0.666,9,89,6.81,53.4
El Salvador,2010,72,Developing,3474.392445,0.662,89,89,6.91,52.8
El Salvador,2009,71.4,Developing,3366.482133,0.662,91,91,6.83,52.1
El Salvador,2008,71.7,Developing,357.347674,0.659,98,98,6.21,51.4
El Salvador,2007,71.2,Developing,334.83817,0.657,99,99,6.32,5.8
El Salvador,2006,75,Developing,362.951768,0.651,96,96,6.68,5.1
El Salvador,2005,71,Developing,2835.281237,0.644,89,89,7.19,49.4
El Salvador,2004,70,Developing,2632.79942,0.636,9,9,7.3,48.6
El Salvador,2003,69.9,Developing,2519.737387,0.628,93,94,7.61,47.8
El Salvador,2002,73,Developing,248.4125,0.621,81,81,7.9,47
El Salvador,2001,68.9,Developing,2338.772244,0.615,94,92,8.2,46.2
El Salvador,2000,69,Developing,2238.4116,0.607,98,99,8.17,45.3
Equatorial Guinea,2014,57.9,Developing,192.59733,0.582,24,2,3.8,24
Equatorial Guinea,2013,57.4,Developing,2246.9938,0.586,3,3,3.73,23.5
Equatorial Guinea,2012,56.7,Developing,21557.6528,0.583,3,24,4,23
Equatorial Guinea,2011,56.2,Developing,21451.88617,0.58,39,41,3.29,22.6
Equatorial Guinea,2010,56.1,Developing,17136.44568,0.589,59,44,3.84,22.1
Equatorial Guinea,2009,55.7,Developing,1653.2937,0.59,57,43,5.32,21.7
Equatorial Guinea,2008,55.4,Developing,22742.38159,0.592,55,42,2.31,21.3
Equatorial Guinea,2007,55,Developing,15761.83913,0.587,54,41,2.25,2.9
Equatorial Guinea,2006,54.8,Developing,12732.2759,0.569,52,4,2.13,2.5
Equatorial Guinea,2005,54.4,Developing,185.63334,0.563,5,39,1.63,2.2
Equatorial Guinea,2004,54.1,Developing,685.34897,0.553,48,38,2.4,19.8
Equatorial Guinea,2003,53.8,Developing,3577.176197,0.554,46,37,2.23,19.5
Equatorial Guinea,2002,53.5,Developing,2711.17114,0.542,44,36,2.5,19.1
Equatorial Guinea,2001,53.1,Developing,2283.87939,0.527,43,35,1.78,18.7
Equatorial Guinea,2000,52.7,Developing,172.68491,0,41,34,2.73,18.3
Eritrea,2011,62.9,Developing,582.775532,0.405,96,96,3.6,16.5
Eritrea,2010,62.1,Developing,482.14994,0.404,9,9,3.24,16
Eritrea,2009,61.4,Developing,43.7544499,0.402,92,92,3.3,15.5
Eritrea,2008,67,Developing,326.825642,0.406,94,94,3.69,15.1
Eritrea,2007,62,Developing,317.3294336,0.405,91,91,3.29,14.7
Eritrea,2006,59.7,Developing,297.828588,0.405,94,94,3.3,14.3
Eritrea,2005,59.4,Developing,276.75896,0,96,96,2.97,13.9
Eritrea,2004,59.1,Developing,287.4222243,0,98,98,3.14,13.6
Eritrea,2003,58.8,Developing,232.7945459,0,95,93,3.5,13.3
Eritrea,2002,58.5,Developing,21.7687981,0,92,9,4.2,13.1
Eritrea,2001,58.1,Developing,215.139213,0,89,86,3.95,12.8
Eritrea,2000,45.3,Developing,28.1969487,0,82,81,4.43,12.6
Estonia,2014,77.3,Developing,19941.45532,0.86,93,93,6.38,59.4
Estonia,2013,76.9,Developing,1929.7746,0.856,94,94,6.48,59
Estonia,2012,76.3,Developing,17421.8922,0.85,94,94,6.36,58.5
Estonia,2011,76.1,Developing,17454.84342,0.838,93,93,5.83,58
Estonia,2010,75.6,Developing,14638.6482,0.833,94,94,6.25,57.6
Estonia,2009,74.9,Developing,14726.31828,0.836,95,95,6.93,57.1
Estonia,2008,74.2,Developing,1894.5485,0.835,95,95,6.6,56.7
Estonia,2007,73,Developing,16586.452,0.829,95,95,5.16,56.3
Estonia,2006,73,Developing,12595.4165,0.822,95,95,5.1,55.9
Estonia,2005,72.8,Developing,1338.31322,0.812,96,96,5.2,55.5
Estonia,2004,72.3,Developing,885.465115,0.805,95,94,5.13,55.2
Estonia,2003,71.9,Developing,7174.237415,0.798,95,94,4.92,54.9
Estonia,2002,71.2,Developing,538.347781,0.791,94,94,4.84,54.6
Estonia,2001,78,Developing,4498.95727,0.781,94,94,4.85,54.3
Estonia,2000,78,Developing,47.32827,0.764,93,93,5.28,54
Ethiopia,2014,64.2,Developing,571.1622759,0.435,75,77,4.88,17.2
Ethiopia,2013,63.7,Developing,52.1535887,0.427,7,72,5.19,16.8
Ethiopia,2012,63.3,Developing,468.567249,0.422,7,69,5.77,16.4
Ethiopia,2011,62.6,Developing,354.8463544,0.411,7,65,6.55,16
Ethiopia,2010,61.8,Developing,341.39992,0.401,69,61,6.86,15.6
Ethiopia,2009,68,Developing,379.7566385,0.393,65,58,4.41,15.3
Ethiopia,2008,59.8,Developing,325.3825543,0.378,63,54,4.28,14.9
Ethiopia,2007,58.5,Developing,243.326822,0.362,61,5,4.69,14.5
Ethiopia,2006,57.2,Developing,193.794956,0.346,59,46,4.47,14.2
Ethiopia,2005,56,Developing,161.6266248,0.325,56,44,4.2,13.8
Ethiopia,2004,55,Developing,135.7623858,0.31,54,4,4.23,13.5
Ethiopia,2003,54,Developing,118.8734466,0.306,55,37,4.64,13.2
Ethiopia,2002,53.2,Developing,111.3634356,0.298,55,35,4.73,12.9
Ethiopia,2001,52.5,Developing,12.1789279,0.283,55,32,4.26,12.6
Ethiopia,2000,51.2,Developing,123.876257,0,55,3,4.36,12.3
Fiji,2014,69.7,Developing,546.3728,0.727,99,99,4.49,61.9
Fiji,2013,69.6,Developing,4763.68956,0.719,99,99,4.26,61.1
Fiji,2012,69.4,Developing,4546.73854,0.714,99,99,4.16,6.2
Fiji,2011,69.2,Developing,4353.121392,0.709,99,99,4.6,59.5
Fiji,2010,69.1,Developing,3651.966784,0.706,99,99,4.23,58.7
Fiji,2009,68.9,Developing,3369.48247,0.704,99,99,4.26,58
Fiji,2008,68.7,Developing,4177.657789,0.7,99,99,3.68,57.3
Fiji,2007,68.6,Developing,478.82327,0.698,99,99,3.74,56.6
Fiji,2006,68.5,Developing,3749.939813,0.695,98,98,3.84,55.9
Fiji,2005,68.3,Developing,3658.63832,0.699,97,96,3.61,55.1
Fiji,2004,68.1,Developing,3332.918533,0.691,96,95,3.61,54.2
Fiji,2003,68,Developing,2835.973972,0.689,95,94,3.35,53.2
Fiji,2002,67.9,Developing,2259.55796,0.687,94,93,3.48,52.2
Fiji,2001,67.8,Developing,238.891729,0.683,92,91,3.28,51.2
